cve,entidad,pob
662,ALMOLOYA DEL RÍO,-1.047927503
663,AMANALCO,-0.256613075
664,AMATEPEC,-0.345958259
665,AMECAMECA,-1.073265075
666,APAXCO,-1.091063079
667,ATENCO,-1.128132548
668,ATIZAPÁN,-0.976868211
669,ATIZAPÁN DE ZARAGOZA,-1.433719459
670,ATLACOMULCO,-0.789027614
671,ATLAUTLA,-0.70589178
672,AXAPUSCO,-0.909152181
673,AYAPANGO,-1.057335221
674,CALIMAYA,-1.054286641
675,CAPULHUAC,-1.160962086
676,COACALCO DE BERRIOZÁBAL,-1.55597154
677,COATEPEC HARINAS,-0.466194004
678,COCOTITLÁN,-1.188430992
679,COYOTEPEC,-1.045006861
680,CUAUTITLÁN,-1.484150564
681,CHALCO,-1.10129402
682,CHAPA DE MOTA,-0.568436224
683,CHAPULTEPEC,-1.26907346
684,CHIAUTLA,-1.18589963
685,CHICOLOAPAN,-1.358795628
686,CHICONCUAC,-1.239336364
687,CHIMALHUACÁN,-1.040028114
688,DONATO GUERRA,0.099038359
689,ECATEPEC DE MORELOS,-1.362248941
690,ECATZINGO,-0.515739343
691,HUEHUETOCA,-1.326195925
692,HUEYPOXTLA,-0.924773623
693,HUIXQUILUCAN,-1.347139042
694,ISIDRO FABELA,-0.866592404
695,IXTAPALUCA,-1.273491711
696,IXTAPAN DE LA SAL,-0.808874911
697,IXTAPAN DEL ORO,-0.245937079
698,IXTLAHUACA,-0.523621589
699,XALATLACO,-0.790441254
700,JALTENCO,-1.420391215
